UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Sparky,@Sparkyxxx,2020-11-21T20:20:01.000Z,"Sparky
@Sparkyxxx
·
Nov 21, 2020","I'm asking Big Pharma to share their vaccines with the world in the #Covid19 emergency

Lift the patents, share the vaccines, save lives
@Pfizer
 @BioNTech_Group
 @Moderna_tx
 @AstraZeneca
 @JNJNews
 @GSK
 @Sanofi
 @Novavax
 @ValnevaSE
 

Add your voice:
act.globaljustice.org.uk
Suspend patents on Covid-19 vaccines
Covid vaccines are a life-saver for millions – but the world isn’t producing them fast enough. Every available vaccine factory should be joining the global vaccine effort – but instead many are lying
1",,,,1,['https://pbs.twimg.com/card_img/1461770218661945352/rweeYHJK?format=jpg&name=small'],https://twitter.com/Sparkyxxx/status/1330244596299927552
Oliver #ClimateAction #Socialist,@tynewrc,2020-11-21T09:11:14.000Z,"Oliver #ClimateAction #Socialist
@tynewrc
·
Nov 21, 2020","I'm asking Big Pharma to share their vaccines with the world in the #Covid19 emergency

Lift the patents, share the vaccines, save lives
@Pfizer
 @BioNTech_Group
 @Moderna_tx
 @AstraZeneca
 @JNJNews
 @GSK
 @Sanofi
 @Novavax
 @ValnevaSE
 

Add your voice:
act.globaljustice.org.uk
Suspend patents on Covid-19 vaccines
Covid vaccines are a life-saver for millions – but the world isn’t producing them fast enough. Every available vaccine factory should be joining the global vaccine effort – but instead many are lying
1",🌹 ✊ 💚,,1,,['https://pbs.twimg.com/card_img/1461770218661945352/rweeYHJK?format=jpg&name=small'],https://twitter.com/tynewrc/status/1330076293988290560
Julie Hickmott 3.5% #RejoinEU,@juliehinukeu,2020-11-21T08:40:06.000Z,"Julie Hickmott 3.5% #RejoinEU
@juliehinukeu
·
Nov 21, 2020","I'm asking Big Pharma to share their vaccines with the world in the #Covid19 emergency

Lift the patents, share the vaccines, save lives
@Pfizer
 @BioNTech_Group
 @Moderna_tx
 @AstraZeneca
 @JNJNews
 @GSK
 @Sanofi
 @Novavax
 @ValnevaSE
 

Add your voice:
act.globaljustice.org.uk
Suspend patents on Covid-19 vaccines
Covid vaccines are a life-saver for millions – but the world isn’t producing them fast enough. Every available vaccine factory should be joining the global vaccine effort – but instead many are lying
1",🌱 🎪 💙,,1,,['https://pbs.twimg.com/card_img/1461770218661945352/rweeYHJK?format=jpg&name=small'],https://twitter.com/juliehinukeu/status/1330068458072133632
William W. Booker,@willwbooker,2020-11-22T14:53:55.000Z,"William W. Booker
@willwbooker
·
Nov 22, 2020","""...sent the data to Moderna in a Microsoft Word file.""
Joe Pickrell
@joe_pickrell
 · Nov 22, 2020
Fascinating read on the development of the coronavirus vaccine candidates https://nytimes.com/2020/11/21/us/politics/coronavirus-vaccine.html… initial design was based entirely on the genome sequence and took two days
2
32
93",,2,32,93,"['https://pbs.twimg.com/media/Enb5XHTXcAsQjiA?format=jpg&name=small', 'https://pbs.twimg.com/profile_images/923000443105611776/g88uZpgr_normal.jpg', 'https://pbs.twimg.com/media/Enb4DefXYAYM8dk?format=png&name=small']",https://twitter.com/willwbooker/status/1330524918023413765
Kaitlan Collins,@kaitlancollins,2020-11-22T18:29:14.000Z,"Kaitlan Collins
@kaitlancollins
·
Nov 22, 2020","A pretty amazing read in part on Moderna's decision to partner w/ Operation Warp Speed, which later involved Warp Speed officials tracking down a train carrying a special pump Moderna needed that was delayed and rummaging through cars until they found it.
nytimes.com
Politics, Science and the Remarkable Race for a Coronavirus Vaccine (Published 2020)
The furious race to develop a coronavirus vaccine played out against a presidential election, between a pharmaceutical giant and a biotech upstart, with the stakes as high as they could get.
40
142
835",,40,142,835,['https://pbs.twimg.com/card_img/1462734736627888135/ROVksVqo?format=jpg&name=medium'],https://twitter.com/kaitlancollins/status/1330579106837262336
Woobiepah-rum-pah-pum-pum,@WoobieToosday,2020-11-22T15:23:21.000Z,"Woobiepah-rum-pah-pum-pum
@WoobieToosday
·
Nov 22, 2020","Moderna took $2 Billion in US taxpayer money through Trump’s Operation Warp Speed. They’ve already been paid. This is profiteering off of a global pandemic. 

https://hhs.gov/coronavirus/explaining-operation-warp-speed/index.html….
reuters.com
Moderna to charge $25-$37 for COVID-19 vaccine: CEO tells paper
Moderna will charge governments between $25 and $37 per dose of its COVID-19 vaccine candidate, depending on the amount ordered, Chief Executive Stephane Bancel told German weekly Welt am Sonntag...
13
97
197",🥁 🎄,13,97,197,['https://pbs.twimg.com/card_img/1460953254938902530/UO_dnAXz?format=jpg&name=900x900'],https://twitter.com/WoobieToosday/status/1330532325357182987
Business Insider,@BusinessInsider,2020-11-22T15:04:46.000Z,"Business Insider
@BusinessInsider
·
Nov 22, 2020","The vaccine breakthroughs at Moderna and Pfizer are the latest examples of how immigrants have been driving billions in American innovation for decades
businessinsider.com
The vaccine breakthroughs at Pfizer and Moderna are the latest examples of how immigrants have been...
The cofounder of Moderna — who came to the US on a visa — says the ""immigrant mindset"" is a powerful force in the science and tech community.
2
43
98",,2,43,98,['https://pbs.twimg.com/card_img/1463816342055059456/EGHqNwOx?format=jpg&name=small'],https://twitter.com/BusinessInsider/status/1330527649727475713
Citizen TV Kenya,@citizentvkenya,2020-11-22T13:00:11.000Z,"Citizen TV Kenya
@citizentvkenya
·
Nov 22, 2020","Moderna to charge upto Ksh.4000 for COVID-19 vaccine: CEO tells paper http://ow.ly/9OT730rlaol
15
10
50",,15,10,50,['https://pbs.twimg.com/media/EnbfVPCW4AAd6nz?format=png&name=900x900'],https://twitter.com/citizentvkenya/status/1330496296973717507
Business Insider,@BusinessInsider,2020-11-22T18:59:04.000Z,"Business Insider
@BusinessInsider
·
Nov 22, 2020","Coronavirus vaccine czar said Moderna will seek an emergency use authorization for its vaccine by the end of November
businessinsider.com
Coronavirus vaccine czar said Moderna will seek an emergency use authorization for its vaccine by...
Slaoui said an FDA panel would review Moderna's application on December 17, a week after it reviews Pfizer's vaccine application for emergency use.
2
18
36",,2,18,36,['https://pbs.twimg.com/card_img/1462017796720799752/2OLeaeKg?format=jpg&name=medium'],https://twitter.com/BusinessInsider/status/1330586613508943873
Shepherd,@NeolithicSheep,2020-11-22T12:49:54.000Z,"Shepherd
@NeolithicSheep
·
Nov 22, 2020","This story of the development of the Pfizer/BioNTech and Moderna vaccines is a wild ride. Pay attention to a throwaway line: Pfizer filed for an EUA on Friday!!

Politics, Science and the Remarkable Race for a Coronavirus Vaccine
nytimes.com
Politics, Science and the Remarkable Race for a Coronavirus Vaccine (Published 2020)
The furious race to develop a coronavirus vaccine played out against a presidential election, between a pharmaceutical giant and a biotech upstart, with the stakes as high as they could get.
3
16
77",🚩 🏴,3,16,77,['https://pbs.twimg.com/card_img/1462734736627888135/ROVksVqo?format=jpg&name=medium'],https://twitter.com/NeolithicSheep/status/1330493710560337920
Lila Byock,@LByock,2020-11-22T17:08:04.000Z,"Lila Byock
@LByock
·
Nov 22, 2020","Moderna CEO has big “I already sold the feature I wrote on spec in the first week of quar” energy.
1
21",,,1,21,['https://pbs.twimg.com/media/EncYEOEUcAADHmr?format=jpg&name=medium'],https://twitter.com/LByock/status/1330558680761155584
"Ian McMillan, CMT",@the_chart_life,2020-11-22T14:03:19.000Z,"Ian McMillan, CMT
@the_chart_life
·
Nov 22, 2020","$MRNA Moderna ...""Develops therapeutics and vaccines based on messenger RNA for the treatment of infectious diseases, immuno-oncology, rare diseases, and cardiovascular diseases"". BRB setup.
6
14
95",,6,14,95,['https://pbs.twimg.com/media/EnbtoFRXEAEXqwr?format=png&name=medium'],https://twitter.com/the_chart_life/status/1330512185328619520
Aylwyn Scally,@aylwyn_scally,2020-11-22T18:42:30.000Z,"Aylwyn Scally
@aylwyn_scally
·
Nov 22, 2020","""the vaccine research center... sent the data to Moderna in a Microsoft word file"". WTF.
Joe Pickrell
@joe_pickrell
 · Nov 22, 2020
Fascinating read on the development of the coronavirus vaccine candidates https://nytimes.com/2020/11/21/us/politics/coronavirus-vaccine.html… initial design was based entirely on the genome sequence and took two days
13
12
52",,13,12,52,"['https://pbs.twimg.com/profile_images/923000443105611776/g88uZpgr_normal.jpg', 'https://pbs.twimg.com/media/Enb4DefXYAYM8dk?format=png&name=medium']",https://twitter.com/aylwyn_scally/status/1330582443838091265
Jan Nickerson,@MVYRD,2020-11-22T19:43:21.000Z,"Jan Nickerson
@MVYRD
·
Nov 22, 2020","Replying to 
@erikhalvorsen18
 and 
@GovLarryHogan
@IvankaTrump
 , YOUR FATHER PARTNERED WITH MODERNA ON JANUARY 13, 2020. 
HE KNEW IT WAS DEADLY. 
HE WENT GOLFING AND HELD RALLIES. DO YOU UNDERSTAND HOW DEMENTED THAT IS?
17
69
418",,17,69,418,[],https://twitter.com/MVYRD/status/1330597756197609476
CNBC,@CNBC,2020-11-22T19:36:30.000Z,"CNBC
@CNBC
·
Nov 22, 2020","Dolly Parton helped fund the Moderna Covid-19 vaccine that's being called ""a game changer."" (via 
@CNBCMakeIt
)
cnbc.com
Dolly Parton helped fund the Moderna Covid-19 vaccine that's being called 'a game changer'
The singer and philanthropist donated $1 million to Vanderbilt University Medical Center in April, which was involved with Moderna's vaccine trial.
21
36
234",,21,36,234,[],https://twitter.com/CNBC/status/1330596035719204867
NYT Science,@NYTScience,2020-11-22T19:37:59.000Z,"NYT Science
@NYTScience
·
Nov 22, 2020","Pfizer and Moderna say their vaccines are 95% effective. But what does that actually mean?
nytimes.com
2 Companies Say Their Vaccines Are 95% Effective. What Does That Mean?
You might assume that 95 out of every 100 people vaccinated will be protected from Covid-19. But that’s not how the math works.
4
10
12",,4,10,12,['https://pbs.twimg.com/card_img/1461330081482252295/bpmFYGAy?format=jpg&name=medium'],https://twitter.com/NYTScience/status/1330596408756416512
Naveen Kapoor,@IamNaveenKapoor,2020-11-22T23:06:15.000Z,"Naveen Kapoor
@IamNaveenKapoor
·
Nov 22, 2020","Why cant India import covid  Vaccines for emergency use? .. Moderna or Pfizer are set to get approvals , why cant we also have some for saving critical patients who are dying
9
8
266",,9,8,266,[],https://twitter.com/IamNaveenKapoor/status/1330648820527423489
"U.S. Senator Bill Cassidy, M.D.",@SenBillCassidy,2020-11-22T20:37:00.000Z,"U.S. Senator Bill Cassidy, M.D.
@SenBillCassidy
·
Nov 22, 2020","We’ve received encouraging news this past week about the 95% effective rate of both the 
@Pfizer
 and 
@Moderna_tx
 vaccines. Our frontline workers and most vulnerable patients will be the first to receive vaccinations, with the rest of the population to follow soon afterward.
The following media includes potentially sensitive content. Change settings
View
11
11",,11,,11,[],https://twitter.com/SenBillCassidy/status/1330611258396012545
PolitiFact,@PolitiFact,2020-11-22T21:19:00.000Z,"PolitiFact
@PolitiFact
·
Nov 22, 2020","How Pfizer's and Moderna's COVID-19 vaccines are tied to Operation Warp Speed http://bit.ly/3nExiUz
9
23",,,9,23,['https://pbs.twimg.com/media/EnR9tLTXYAMV_71?format=jpg&name=medium'],https://twitter.com/PolitiFact/status/1330621828012908548
Hindustan Times,@htTweets,2020-11-22T22:10:00.000Z,"Hindustan Times
@htTweets
·
Nov 22, 2020","The price per dose of the Russian #coronavirus vaccine Sputnik V will be much lower than that of the vaccines of US drug giants Pfizer and Moderna.
hindustantimes.com
Sputnik V priced lower than Pfizer and Moderna vaccines
On November 11, Russia had said that its vaccine Sputnik V is 92 per cent effective at protecting people from Covid-19 according to the first interim analysis.
7
14",,,7,14,['https://pbs.twimg.com/card_img/1462259434894331909/sUbEnim4?format=jpg&name=medium'],https://twitter.com/htTweets/status/1330634662750785537
Rep. Ed Perlmutter,@RepPerlmutter,2020-11-22T19:28:00.000Z,"Rep. Ed Perlmutter
@RepPerlmutter
·
Nov 22, 2020","The news about the effectiveness of the Moderna & Pfizer vaccines for COVID-19 is encouraging. As we wait for the vaccine to be distributed, everyone must continue to do their part by limiting interactions w/others, social distancing &  wearing a mask.
denver.cbslocal.com
COVID In Colorado: First Wave Of Vaccine Distribution Expected December Through April
The state of Colorado is due to receive about 670,000 doses of two COVID-19 vaccines that will be ready to go within weeks.
6
6
17",,6,6,17,['https://pbs.twimg.com/card_img/1462989422606135299/k0HM19xf?format=jpg&name=medium'],https://twitter.com/RepPerlmutter/status/1330593894069780481
IANS Tweets,@ians_india,2020-11-22T15:16:01.000Z,"IANS Tweets
@ians_india
·
Nov 22, 2020","Russia's #SputnikV vaccine against #COVID-19 will cost governments much lower than that of #Pfizer's and #Moderna's, the official Twitter handle of the world's first registered vaccine against the pandemic said on Sunday.
2
11",,,2,11,['https://pbs.twimg.com/media/Enb-PxZWEAI3qhO?format=jpg&name=small'],https://twitter.com/ians_india/status/1330530481713143809
CAMHS-ID Cork 2 (South Lee 2),@CamhsID,2020-11-22T13:06:34.000Z,"CAMHS-ID Cork 2 (South Lee 2)
@CamhsID
·
Nov 22, 2020","Yes #Christmas #2020 may be a little different but we 
@CamhsID
 are still sure 
@santaclaus
 will still deliver presents and 
@CocaCola
 will still be driving #santa #trucks  looking forward to a 
@Pfizer_Ireland
 @moderna_tx
 delivery too whichever gets here first #StayHome
2
8
75",😂 🤞 🌈 🌈,2,8,75,['https://pbs.twimg.com/media/EnbgyTLXMAA95_c?format=jpg&name=900x900'],https://twitter.com/CamhsID/status/1330497903157186564
Adam J. Fein,@DrugChannels,2020-11-22T14:38:04.000Z,"Adam J. Fein
@DrugChannels
·
Nov 22, 2020","Fantastic reporting by 
@nytimes
 on development of #COVID19 vaccines by 
@pfizer
 and 
@moderna_tx
 https://drugch.nl/2UOsik3

A must read story about an amazing scientific accomplishment by #pharma industry in partnership with Operation Warp Speed 
nytimes.com
Politics, Science and the Remarkable Race for a Coronavirus Vaccine (Published 2020)
The furious race to develop a coronavirus vaccine played out against a presidential election, between a pharmaceutical giant and a biotech upstart, with the stakes as high as they could get.
1
4
11",👏 👏 👏,1,4,11,['https://pbs.twimg.com/card_img/1462734736627888135/ROVksVqo?format=jpg&name=medium'],https://twitter.com/DrugChannels/status/1330520931815583750
Troll and 45 others retweeted,@troll_Moti,2020-11-22T19:34:11.000Z,"Troll and 45 others retweeted
@troll_Moti
·
Nov 22, 2020","Replying to 
@mmpadellan
Dear Pfizer Moderna and FDA...

Try Covid Vaccines on trump ... if it works ... it’s safe ... if it doesn’t... nation and democracy would be safe 
5
10
95",😁,5,10,95,[],https://twitter.com/troll_Moti/status/1330595452518064130
The Jewish Voice,@JewishVoice,2020-11-22T22:16:49.000Z,"The Jewish Voice
@JewishVoice
·
Nov 22, 2020","FDA Approves Antibody Therapy as US Passes 12M Cases- https://thejewishvoice.com/2020/11/fda-approves-antibody-therapy-as-us-passes-12-million-cases/… 
@US_FDA
 #antibodies #Remdesivir #Regeneron #virus #therapeutic 
@pfizer
 @moderna_tx
 #COVID19 #pandemic #coronavirus
thejewishvoice.com
FDA Approves Antibody Therapy as US Passes 12 Million Cases - The Jewish Voice
By: VOA News The U.S. Food and Drug Administration on Saturday authorized the emergency use of a COVID-19 antibody therapy that President Donald Trump said helped cure him of the disease caused by...
1
2
4",,1,2,4,['https://pbs.twimg.com/card_img/1463753280769576965/IOKtVY-g?format=jpg&name=small'],https://twitter.com/JewishVoice/status/1330636380385538048
Glenn Hamer,@GlennHamer,2020-11-22T16:43:29.000Z,"Glenn Hamer
@GlennHamer
·
Nov 22, 2020","via 
@NYTimes
. Inspiring piece. Thank you ⁦
@pfizer
⁩ ⁦
@moderna_tx
⁩! Great examples of companies working with purpose to protect humanity. US government deserves much credit for vision, assistance and resources. Light at end of tunnel!
nytimes.com
Politics, Science and the Remarkable Race for a Coronavirus Vaccine (Published 2020)
The furious race to develop a coronavirus vaccine played out against a presidential election, between a pharmaceutical giant and a biotech upstart, with the stakes as high as they could get.
4
11",,,4,11,['https://pbs.twimg.com/card_img/1462734736627888135/ROVksVqo?format=jpg&name=medium'],https://twitter.com/GlennHamer/status/1330552492967411713
Daily Wildcat,@dailywildcat,2020-11-22T21:19:00.000Z,"Daily Wildcat
@dailywildcat
·
Nov 22, 2020","ICYMI: 
@moderna_tx
 released its interim data from its #coronavirus vaccine trials. The results show that the vaccine candidate was over 94% effective:
wildcat.arizona.edu
Moderna releases interim coronavirus vaccine data, over 94% effective
The pandemic, which has resulted in over 55 million infections and 1.3 million deaths worldwide, has started to result in major fatigue, demonstrated by daily case counts across the U.S. touching...
1
2",,,1,2,['https://pbs.twimg.com/card_img/1462982971401637891/Cc2m2i3y?format=jpg&name=medium'],https://twitter.com/dailywildcat/status/1330621830080700416
Suerie Moon,@SuerieMoon,2020-11-22T09:07:46.000Z,"Suerie Moon
@SuerieMoon
·
Nov 22, 2020","All eyes have been on 
@pfizer
 @BioNTech_Group
 & 
@moderna_tx
 C19 vaccines past couple weeks, 

but much of world waiting for 
@AstraZeneca
 @UniofOxford
 vaccine results.

Far lower price, much easier to store/use, larger volume production, worldwide
bloombergquint.com
Astra-Oxford Shot Is Key to Escaping Pandemic for Many Nations
Astra-Oxford Shot Is Key to Escaping Pandemic for Many Nations
1
12
41",,1,12,41,['https://pbs.twimg.com/card_img/1462062322260795392/rHWJj0k6?format=png&name=medium'],https://twitter.com/SuerieMoon/status/1330437806724886529
Vikki Choudhry,@vikkichoudhry,2020-11-22T09:20:00.000Z,"Vikki Choudhry
@vikkichoudhry
·
Nov 22, 2020","Q. 
@moderna_tx
 if the cost of #vaccine is about the same as #FluShot which is between $ 10 - 50, will this be a #vaccine that eradicates or just another #FluShot ?
#Moderna to charge $ 10-50 per dose for #COVID19 #vaccine says #CEO #StephaneBancel http://dnai.in/gEyb via 
@dna
1
2",,,1,2,[],https://twitter.com/vikkichoudhry/status/1330440886363303937
John Nosta,@JohnNosta,2020-11-22T17:16:31.000Z,"John Nosta
@JohnNosta
·
Nov 22, 2020","Why I’m planning to get a COVID-19 RNA vaccine: low, mostly theoretical risks. https://bit.ly/2KAd3tb #COVID19 #CoronaVaccine #vaccine #coronavirus #RNA #biotech #digitalhealth 
@pfizer
 @moderna_tx
ipscell.com
Why I'm planning to get a COVID-19 RNA vaccine: low, mostly theoretical risks - The Niche
I'm still getting asked by a lot of people what the risks might be from the new generation of RNA vaccines for COVID-19. Here I discuss risks.
1
2
5",,1,2,5,['https://pbs.twimg.com/card_img/1463432764447879170/PIjvMBy9?format=jpg&name=medium'],https://twitter.com/JohnNosta/status/1330560807256682496
Rajiv Biswas,@rajiv_biswas,2020-11-22T11:12:00.000Z,"Rajiv Biswas
@rajiv_biswas
·
Nov 22, 2020","#Covid19 #vaccine  
@EU_Commission
 
President of #European Commission 
@vonderleyen
 says #EU has adopted five contracts with #Covid_19 #vaccine developers including 
@AstraZeneca
 @sanofi
 @BioNTech_Group
 @CureVacRNA
. Negotiations are also underway with 
@moderna_tx
 and 
@Novavax
 .
European Commission
@EU_Commission
 · Nov 20, 2020
We spare no effort to keep you safe.

President @vonderleyen presented to EU leaders the progress made in our common fight against the pandemic.

At #EUCO, they discussed the broadening of the EU's vaccines portfolio and increasing testing capacities across Europe.

#HealthUnion
2",,,,2,"['https://pbs.twimg.com/profile_images/1460560236138438659/UrnEa2g7_normal.jpg', 'https://pbs.twimg.com/media/EnQ1hYXXcAUXnYt.jpg']",https://twitter.com/rajiv_biswas/status/1330469074581635072
Ken Farnaso,@KLF,2020-11-22T15:47:19.000Z,"Ken Farnaso
@KLF
·
Nov 22, 2020","A reminder to the mainstream media that miracles happen. 

Thanks to President 
@realDonaldTrump
’s leadership on Operation Warp Speed, 
@moderna_tx
 and 
@pfizer
 are one step closer to a publicly available COVID-19 vaccine by December — with 95% efficacy.
2
2
16",,2,2,16,['https://pbs.twimg.com/media/EncFlU9XUAIDDQ8?format=jpg&name=medium'],https://twitter.com/KLF/status/1330538356581785601
Fr Matthew P. Schneider LC,@FrMatthewLC,2020-11-22T22:26:11.000Z,"Fr Matthew P. Schneider LC
@FrMatthewLC
·
Nov 22, 2020","I have an article coming out this evening on 
@PublicDiscourse
 on the ethics of these vaccines. It was written before the 
@PontAcadLife
 & 
@TheCHAUSA
 added a statement on the Moderna & Pfizer vaccines. If I wrote it now, I would have added this link. https://chausa.org/newsroom/overview…
Pontifical Academy Life
@PontAcadLife
 · Nov 22, 2020
Using the guidelines released by the @PontAcadLife in 2005 and 2017 on the origin of vaccines, @TheCHAUSA ethicists, in collaboration with other Catholic bioethicists, find nothing morally prohibitive with the vaccines developed by @pfizer and @BioNTech_Group and @moderna_tx.
3
26",🍁 🦃 🙏,,3,26,['https://pbs.twimg.com/profile_images/820999524097413121/HgiAD-Gs_normal.jpg'],https://twitter.com/FrMatthewLC/status/1330638736015679491
Jeannine#BlueWave2020,@AlaskaHoodwinx,2020-11-22T20:38:05.000Z,"Jeannine#BlueWave2020
@AlaskaHoodwinx
·
Nov 22, 2020","Replying to 
@IrishPatty54
 @MandyKilpatric4
 and 5 others
I agree, however, this tweet chilled me to the bone. They knew in January enough to work on a vaccine. If it was that bad why not tell us.
4",🌊,,,4,['https://pbs.twimg.com/media/EndIIZIUcAEQ-1s?format=jpg&name=medium'],https://twitter.com/AlaskaHoodwinx/status/1330611531764023296
roxanne g. randel,@roxannerandel,2020-11-22T13:08:52.000Z,"roxanne g. randel
@roxannerandel
·
Nov 22, 2020","I don't have a thyroid (surgically removed). What will this new vaccine do to me?  Can you answer? 
@moderna_tx
 @CMO_England
 @uksciencechief
 @DesmondSwayne
 @MattHancock
 @NHSuk
 @SteveBakerHW
 @BorisJohnson
 @WHO
 @CDCgov
1
2",,,1,2,[],https://twitter.com/roxannerandel/status/1330498484768825344
Kittisplanation,@kittisplanation,2020-11-22T20:01:12.000Z,"Kittisplanation
@kittisplanation
·
Nov 22, 2020","Replying to 
@BCarfree
 @themistella
 and 4 others
That last bit- capitalism at it's finest.
2",,,,2,[],https://twitter.com/kittisplanation/status/1330602248653697025
Fr Matthew P. Schneider LC,@FrMatthewLC,2020-11-22T22:20:47.000Z,"Fr Matthew P. Schneider LC
@FrMatthewLC
·
Nov 22, 2020","Replying to 
@PontAcadLife
 @TheCHAUSA
 and 3 others
I submitted an article on the ethics of these vaccines last week citing the Vatican, 
@NCBCenter
, 
@catholicmed
, ArchB Anthony Fisher, Fr Nicanor Austriaco, etc., then over the weekend b4 publishing 
@TheCHAUSA
 adds to the list. How many sources do we need?
https://chausa.org/newsroom/news-releases/2020/11/21/cha-welcomes-news-about-covid-19-vaccines…
1
7",🍁 🦃 🙏 🤔,1,,7,[],https://twitter.com/FrMatthewLC/status/1330637376151040009
LokMarg,@LokMarg,2020-11-22T14:22:11.000Z,"LokMarg
@LokMarg
·
Nov 22, 2020","Russian Vaccine Priced Below Pfizer, Moderna Shots 
#SputnikV #RussianVaccine #CovidVaccine #Pfizer #Moderna 
@sputnikvaccine
 @pfizer
 @moderna_tx
lokmarg.com
Russian Vaccine Priced Below Pfizer, Moderna Shots - Lokmarg - News Views Blogs
The price per dose of the Russian coronavirus vaccine Sputnik V will be much lower than that of the vaccines of US drug giants Pfizer and Moderna, said the Russian vaccine’s official Twitter account...
1
3",,,1,3,['https://pbs.twimg.com/card_img/1463754756166348803/2pgcSH_K?format=jpg&name=small'],https://twitter.com/LokMarg/status/1330516933595320320
Skippy,@SkippyIsNuts,2020-11-22T18:39:55.000Z,"Skippy
@SkippyIsNuts
·
Nov 22, 2020","Replying to 
@dmarusic
 and 
@ps9714
@pfizer
 @moderna_tx
 - Comments or rebuttals?

The man is right - these side effects should be publicized so as to manage expectations.
1",,,,1,[],https://twitter.com/SkippyIsNuts/status/1330581794572308480
Libertarian Healthcare Caucus,@LibertyToaster,2020-11-22T15:47:33.000Z,"Libertarian Healthcare Caucus
@LibertyToaster
·
Nov 22, 2020","Replying to 
@tedcruz
Thanks for shitposting instead of getting 
@realDonaldTrump
 off the Golf Course and releasing the vaccines under Executive Order to those of us who want it.
@SenTedCruz
 is trying to #Gaslight  attention away from 
@GOP
 failure to work with 
@pfizer
 & 
@moderna_tx
 on advance distbn
2",,,,2,[],https://twitter.com/LibertyToaster/status/1330538417743142912
Jon L,@JonL8675309,2020-11-22T18:55:49.000Z,"Jon L
@JonL8675309
·
Nov 22, 2020","Replying to 
@JonL8675309
 @VirusesImmunity
 and 4 others
Related Q: Did 
@Pfizer
 & 
@Moderna_tx
 trial protocols explicitly seek to include [or exclude?] those with pre-existing #SARSCoV2-specific antibodies [and/or T cells?] to ensure the vaccines are safe for that group [which is now likely 10+ pct of the US]?
Jon L
@JonL8675309
 · Nov 22, 2020
Replying to @VirusesImmunity @ImpactMovie and 3 others
For folks with [at least some] prior/natural immunity, does it complicate the safety assessment of vaccines?

Is it a reasonable concern that prior immunity could cause an adverse reaction to a vaccine? 

Is the answer to this different for mRNA-based vs other types of vaccines?
3
1
1",,3,1,1,['https://pbs.twimg.com/profile_images/1396258853306707971/fFYiAVZL_normal.jpg'],https://twitter.com/JonL8675309/status/1330585797536395277
Manyak Saakyan #Free POWs,@m_saakyan,2020-11-22T13:16:54.000Z,"Manyak Saakyan #Free POWs
@m_saakyan
·
Nov 22, 2020",Yes I think it is imperative for #Armenia to get access to the vaccine as soon as possible. At the very least healthcare workers in Armenia should have priority access along with healthcare workers in the United States.,,,,,[],https://twitter.com/m_saakyan/status/1330500506515435520
Kelli J. Christenson,@ellastelKJC,2020-11-22T20:42:59.000Z,"Kelli J. Christenson
@ellastelKJC
·
Nov 22, 2020","Replying to 
@SenBillCassidy
 @pfizer
 and 
@moderna_tx
Acknowledge, loudly and unequivocally, that Donald Trump lost the Presidential election.

Congratulate President-Elect Biden and Vice President-Elect Harris on their electoral victory.

Push Leader McConnell to pass the HEROES Act.

Have some goddamn self-respect. 
4",⚜ 🗳 💙,,,4,[],https://twitter.com/ellastelKJC/status/1330612766030311426
OnTheSideOfTheAngels,@OTSOTA,2020-11-22T23:35:57.000Z,"OnTheSideOfTheAngels
@OTSOTA
·
Nov 22, 2020","Replying to 
@RCCurmudgeon
 @RWJClair
 and 6 others
Problem is the retroactive imposition of 'canonical' cooperation rules upon presumed definitions of moral proximate/remote material cooperation. ""Without which"" is ALWAYS proximate & forbidden. Remote involves indirect secondary consequences. Causal chain length is irrelevant!
1
2",,1,,2,[],https://twitter.com/OTSOTA/status/1330656291988119553
epilkington,@epilkington,2020-11-22T16:49:23.000Z,"epilkington
@epilkington
·
Nov 22, 2020","Replying to 
@JohnNosta
Far less concerned about Pfizer in part, because the company has remained largely depoliticized through most of this process. It’s a shame that this admin has cast doubt on 
@moderna_tx
, 
@US_FDA
, 
@CDCgov
, and others.
1",,,,1,[],https://twitter.com/epilkington/status/1330553976694202372
Washington Post TikTok Turkey on Vacation,,2020-11-23T18:30:54.000Z,"Washington Post TikTok Turkey on Vacation
·
Nov 23, 2020","Today’s first 
@washingtonpost
 quarantine TikTok features Pfizer, AstraZeneca and Moderna https://vm.tiktok.com/ZMJQv2B4p/
7
119
612",🦃 🌴,7,119,612,['https://pbs.twimg.com/ext_tw_video_thumb/1330941851143114760/pu/img/4WKNBRc75CHtfN2U.jpg'],https://twitter.com/davejorgenson/status/1330941912153460738
千卂丨乙卂几,@f__tweets,2020-11-23T16:38:56.000Z,"千卂丨乙卂几
@f__tweets
·
Nov 23, 2020","Pfizer and Moderna hearing about a new competitor today:
17
28",,,17,28,['https://pbs.twimg.com/ext_tw_video_thumb/1330913713021460483/pu/img/AmzPEiCMgr_wk_XF.jpg'],https://twitter.com/f__tweets/status/1330913736597643266
